VERIFICATION STATUS,ORGANIZATION,CATEGORY,EMAIL ,PHONE,ADDRESS,WEBSITE,Services Provided,Hours of Service,Comment,latitude,longitude
Verified,Georgetown South Community Council,Community and Recreation Centers,frontdesk@georgetownsouth.org,703.361.4500,"9444 Taney Rd # 100, Manassas, VA 20110",http://georgetownsouth.org/,"Living in Georgetown South ~ This neighborhood is filled with a diverse group of people who take pride in making their community a wonderful place to live, work and raise a family. Tree-lined streets, brick homes and picket fences add to its charm. Currently celebrating its 50th year, Georgetown South is located in the city of Manassas, just 30 miles from the heart of Washington, D.C.

History and Amenities ~ Rich in history and heritage, Manassas was once the site of the first large scale battle of the Civil War and is considered one of the most authentic historical cities in Virginia. The charming Old Town historic district is ideal for shopping, dining, outdoor music and open air markets. Annual events downtown include a Latino Festival, Chili Cookoff & Kids Fest, Fall Jubilee, Christmas Parade and more.","Monday – Thursday / Lunes – Jueves
8:30 am -4:30 pm.
Friday / Viernes 8:30 am -3:00 pm.",,38.7413285,-77.4728188
Verified,GFWC Woodbridge Woman's Club,Family,woodbridgewomansclub.org@gmail.com,,"P.O. Box 1582 Woodbridge, VA 22193",https://sites.google.com/view/woodbridge-womans-club/,"Our Club -

Sponsors the arts
Encourages civic engagement
Provides scholarships and Career Technical Education for high school graduates
Promotes health and wellness through healthy lifestyles
Helps to improve our community and the environment",,,38.6506141,-77.3130851
Verified,Good Shepherd Housing Foundation,Housing Utilities Finances,gshf_admin@goodshepherdhousing.org,(703) 730-1078,"13190 Centerpointe Way, Suite 102, Woodbridge, VA 22193",https://goodshepherdhousing.org/programs/,"Shepherd Homes
Shepherd Leasing
Housing Partnership
Affordable Rentals
Bridge",,,38.666763,-77.3344539
Verified,GPW Health Center -- Woodbridge,Medical and Healthcare,,(703) 680-7950,"3350 Commission Ct, Woodbridge, VA 22192",https://www.gpwhealthcenter.org/,"The Center serves Prince William County and the Cities of Manassas and Manassas Park in Northern Virginia. We provide Medical, Pediatric, Dental, OB/GYN and Behavioral Health services to all members of our community, regardless of age, income or insurance status. We  now have three convenient locations to serve you.","Monday to Thursday
7:00 am – 7:00 pm

Closed Friday to Sunday",,38.6871474,-77.3137091
Verified,GPW Health Center -- Manassas,Medical and Healthcare,,(703) 680-7950,"9705 Liberia Ave Unit 201, Manassas, VA 20110",https://www.gpwhealthcenter.org/,"The Center serves Prince William County and the Cities of Manassas and Manassas Park in Northern Virginia. We provide Medical, Pediatric, Dental, OB/GYN and Behavioral Health services to all members of our community, regardless of age, income or insurance status. We  now have three convenient locations to serve you.","Monday to Thursday
7:00 am – 7:00 pm

Closed Friday to Sunday",,38.7459868,-77.4486488
Verified,GPW Health Center -- Dumfries,Medical and Healthcare,,(703) 680-7950,"17739 Main St, Dumfries, VA 22026",https://www.gpwhealthcenter.org/,"The Center serves Prince William County and the Cities of Manassas and Manassas Park in Northern Virginia. We provide Medical, Pediatric, Dental, OB/GYN and Behavioral Health services to all members of our community, regardless of age, income or insurance status. We  now have three convenient locations to serve you.","Monday to Thursday
7:00 am – 7:00 pm

Closed Friday to Sunday",,38.56723760000000,-77.3258747
Verified,Grace Community Center Clinic,Medical and Healthcare,main@gcchealthsystem.org,(703) 650-9099,"14631 Lee Hwy STE 313, Centreville, VA 20121","Sunday: 1:30PM–5:00PM
Saturdays: 9:30AM-12:00PM","Our clinic aims to provide a holistic range of medical and counseling services to patients in the metropolitan DC area.  We currently provide the following services:

Primary care, General Medicine
Pediatrics
Cardiology
Orthopedics
Psychiatry (referrals)
OB/GYN (referrals)
Dental (referrals)
Counseling (referrals)
Lab Tests:

GCC provides free laboratory and diagnostics imaging services to our patients.
Referrals:

The clinic provides referrals for patients who need specialty care, including dental, and vision, obstetrics, gynecology, and mental health services.
Prescription:

We provide prescription refills for patients who are already registered and have been consulted by a GCC physician/provider for the prescribed medicine. Please note that we are unable to provide you certain medications without advanced notice.
Eligibility
You are eligible if you are uninsured, and have a yearly household income less than 250% of the federal poverty line.

Screening
GCC screens all patients prior to their first appointment with their physicians to determine eligibility for free clinic services. To determine eligibility, we will ask patients to provide certain documents to verify identity, residency, income, and insurance status.

To ensure that our physicians will see you on time, please arrive 10-15 minutes prior to your appointment time to complete paperwork and provide documents of your eligibility.

What to bring?
Proof of identification (driver’s license, passport)
Proof of residence
Insurance information (if available)
Income information (pay stubs or direct deposit information)*","Sunday: 1:30PM–5:00PM
Saturdays: 9:30AM-12:00PM",,38.8345213,-77.45442370000000
Verified,Habitat for Humanity,Housing Utilities Finances,info@habitatpwc.org,(703) 369-6145,"10159 Hastings Drive Manassas, VA 20110",https://habitatpwc.org/,"The Manassas ReStore is open Tuesday – Friday, 11 a.m. – 6 p.m., and Saturday, 11 a.m. – 5 p.m. Donations may be dropped off during store hours. We are currently scheduling donation pick-ups during operation hours. Call 703-369-6145 during store hours or leave a message at other times. Or, e-mail at restore@habitatpwc.org. For volunteer opportunities, sign up at https://habitatpwc.org/volunteer/ . Home ownership and home repair opportunities will resume at a later date.","Tuesday – Friday, 11 a.m. – 6 p.m., and Saturday, 11 a.m. – 5 p.m",,38.7324823,-77.4761126
Verified,Haskay Community Masjid,Community and Recreation Centers,haskayassociation@gmail.com,(571) 409-8668,"4229 Dale Blvd, Woodbridge, VA 22193",https://haskay.org/,"The HASKAY Center is located in Woodbridge, VA, and is a non-profit organization focused on serving the needs of the Muslim communities in the Washington Metropolitan Area. The mission of this Center is to make a place of worship accessible to all and spread the authentic sunnah of the prophet to both Muslims and non-Muslims. The center provides numerous activities for the community such as: Holding the daily Salah’s (Jummah/Jama’h) Holding Eid Prayers Taraweeh Salah in Ramadan Accepting and delivering Zakah (zakat al -mal, zakat al-Fitr, Sadaqat). Helping the orphans and needy families based on budget. Adult Quran revision on Saturday after Fajr to perfect their Quran recitation and holding Halaqa every Sunday after Fajr which is open to both brothers and sisters. Quran and Islamic classes for kid 5 and above. Youth development classes on first Friday of every month. The center is funded through the donations of the congregation.",,,38.6439334,-77.33782940000000
Verified,Haymarket Gainesville Library,Education Services,,703-792-8700,"14870 Lightner Rd, Haymarket, VA 20169",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 8:00 PM
Tuesday	10:00 AM - 8:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 5:00 PM
Saturday	10:00 AM - 5:00 PM","U.S. Passport Services will be closed from Saturday, March 1-Sunday, March 16. Appointments can be made at pwcva.gov/library beginning Monday, March 17.",38.8366242,-77.632222
Verified,Haymarket Regional Food Pantry,Food,,(703) 754-5990,"7669 Limestone Drive, #105, Gainesville, VA 20155",https://haymarketfoodpantry.org,"Food Distribution
Anyone who has a need for food and lives in our service area can come every week to get food and essential goods.   “Clients typically receive 3-4 days of food to supplement their household food needs. Though our inventory changes daily, clients can select shelf-stable pantry items (pasta, canned vegetables, grains), fresh produce, and refrigerated/frozen items such as milk, eggs, and meat. “   All our food distribution is done by appointment and made possible by our volunteers and donors.                                                                                                     Additional Programs
Holiday Meals
Helping families celebrate special occasions together.

Kids Snack Packs
Keeping kids fed with nourishing snacks when other programs fall short.

Birthday Bag
Helping families celebrate important days, even when times are hard.

School Supplies
Giving kids the supplies they need to succeed in school.","Food Distribution
By Appointment Only
Monday - Thursday Evenings & Saturday Mornings
Request an Appointment",,38.7906359,-77.5980314
Verified,High School Completion Program PWC,Family,AdultEd@pwcs.edu,(703) 791-7200,"14715 Bristow Rd., Manassas, VA 20112",https://www.pwcs.edu/academics___programs/adult_education/high_school_completion/index,"Adult Education: The Prince William County Public Schools Adult Education Program offers two high school completion programs for adults in Prince William County, Manassas City, and Manassas Park City. ",,,38.6365571,-77.4347368
Verified,Hilda M. Barg Homeless Prevention Cente -- Prince William County Department for Social Services,Housing Utilities Finances,,(703) 792-8810,"14945 Jefferson Davis Highway, Woodbridge, VA 22191",https://www.pwcva.gov/department/social-services/homeless-and-winter-shelters,"Hilda M. Barg Homeless Prevention Center is a program which provides emergency short term shelter to families with at least one child under 18 years of age.  Goal of the Center is to: 
- Prevent homelessness and provide safe emergency shelter for homeless families
- Equip these families with the tools and resources they need to obtain and sustain permanent housing

These services include mental health evaluation and counseling, drug and alcohol abuse prevention services, children's services, budget training, adult education, and employment services to name a few. All residents are assisted by a case manager who helps them develop an individualized plan that will promote self-sufficient living. 

Call ahead for other language needs

Languages Spoken English
Service Area(s) Manassas City , Manassas Park City , Prince William County","Referral by Prince William County Coordinated Entry Only (703-792-3366, they are open Monday – Friday 8:30 am – 5:30 pm, no holidays)
Response Time: 24 hours",Other Eligibility Criteria Prince William County families with at least one child under 18 years of age. Not dangerous to self or others.,38.6267119,-77.2749515
Verified,Hispanic Organization for Leadership & Action (HOLA),Immigrant Support Services,info@hola-usa.org,(405)367-4636,"13905 Richmond Hwy, Woodbridge, VA 22191",https://hola-usa.org,"To plan, convene, and empower the Latino community in Prince William County and other cities and counties within the Commonwealth of Virginia;

To lead discussions and problem-solving strategies of issues and concerns impacting the Latino community;

To be a clearinghouse for information from and to the Latino community;

To connect all major sectors of Latino community life in Prince William County and localities across the Commonwealth of Virginia.",,,38.6507013,-77.2559072
Verified,Holiness Tabernacle - Church of God in Christ,Food,publicrelations@holinesstabernaclecogic.org,703-497-7928,"1440 Old Bridge Road, Woodbridge, VA 22192",https://www.holinesstabernaclecogic.org/,Holiness Tabernacle is a Holiness Church within the Church of God in Christ denomination. Our goal is to bring Holiness to everyone and express the joy and love of Christ through our lives!,Food distribution takes place every Friday,,38.6730895,-77.2596915
Verified,Homeless Intervention Program (HIP) -- Prince William County Department of Social Services,Housing Utilities Finances,,(703) 792-7549,"7987 Ashton Avenue, Suite 200, Manassas, VA 20109","https://virginianavigator.org/program/30588/homeless-intervention-program-hip#:~:text=The%20Homeless%20Intervention%20Program%20(HIP,area%20median%20income%20or%20lower.","The Department of Social Services offers short-term rental and mortgage assistance to households experiencing an unforeseen financial crisis. The Homeless Intervention Program (HIP) is a state-funded program used to assist eligible households. Interest-free loans are provided for temporary rental, mortgage and security deposit payments for those who meet the program criteria and have income at 80 percent of area median income or lower. This program is open to residents of Prince William County, Manassas City and Manassas Park.   Call 703-792-7500 to request an application.

All mortgage assistance applicants must first contact Marjorie Leon at Virginia Cooperative Extension at 703-792-4713. For all mortgage loans given, Prince William County will place a lien against the property.",,,38.78830262,-77.51921230000000
Verified,Hope for NOVA,Food,connect@hopefornova.org,,"Historic District, 15024 Dumfries Rd, Manassas, VA 20112",https://hopefornova.org/,"Hope For NOVA is a volunteer-driven organization that focuses on ordinary people serving under-served individuals and families in Northern Virginia. For us, mission doesn’t just mean a far-off place. It’s an everyday endeavor, across the street and across Northern Virginia. Here are the services we currently provide in the community.

FOOD PANTRY
Many families have to choose between rent and food. Hope for NOVA helps alleviate one choice through our emergency food assistance.

CLOTHING CLOSET
Properly fitting and warm clothes aren’t luxuries every family is able to provide. Hope for NOVA offers a clothing closet filled with new or gently used donations of clothing and accessories for men, women and children. Beyond the everyday, we aim to help our shoppers during events in life: the birth of a new baby, the first day of school, a wedding or an interview for a new job.

KIDS OUTREACH
Hope for NOVA seeks to create a second home-like atmosphere for nearby children to grow and develop healthy relationships with volunteers and one another while receiving character-building Bible lessons, recreation and nutritious meals. Hope for NOVA teams with local public schools to host professional tutoring for students who are below their grade level in reading. This program’s focus is on building the foundation for children to trust, hope and begin to dream.

DISCIPLESHIP
At the root of many issues in our modern world is the lack of a relationship with Christ. So, we work to teach people how to have their spiritual needs fulfilled by relating to God personally through prayer, Bible study and community.

IMMIGRATION SERVICES
Hope For NOVA assists people who face immigration and language challenges through the sponsorship of legal screenings and citizenship classes; hosting immigration briefings; and hosting ESL classes.  We also provide a summertime “Mommy and Me” preschool to help ensure children are well prepared for Kindergarten.

HOLIDAY HELP AND CELEBRATIONS
Together with many volunteers and local churches, we host several events each year aimed at helping our neighbors celebrate important holidays and milestones including Mother’s Day, back-to-school days, Thanksgiving and Christmas.",,,38.6253188,-77.4087991
Verified,Hope for NOVA,Immigrant Support Services,connect@hopefornova.org,,"Historic District, 15024 Dumfries Rd, Manassas, VA 20112",https://hopefornova.org/,"Hope For NOVA is a volunteer-driven organization that focuses on ordinary people serving under-served individuals and families in Northern Virginia. For us, mission doesn’t just mean a far-off place. It’s an everyday endeavor, across the street and across Northern Virginia. Here are the services we currently provide in the community.

FOOD PANTRY
Many families have to choose between rent and food. Hope for NOVA helps alleviate one choice through our emergency food assistance.

CLOTHING CLOSET
Properly fitting and warm clothes aren’t luxuries every family is able to provide. Hope for NOVA offers a clothing closet filled with new or gently used donations of clothing and accessories for men, women and children. Beyond the everyday, we aim to help our shoppers during events in life: the birth of a new baby, the first day of school, a wedding or an interview for a new job.

KIDS OUTREACH
Hope for NOVA seeks to create a second home-like atmosphere for nearby children to grow and develop healthy relationships with volunteers and one another while receiving character-building Bible lessons, recreation and nutritious meals. Hope for NOVA teams with local public schools to host professional tutoring for students who are below their grade level in reading. This program’s focus is on building the foundation for children to trust, hope and begin to dream.

DISCIPLESHIP
At the root of many issues in our modern world is the lack of a relationship with Christ. So, we work to teach people how to have their spiritual needs fulfilled by relating to God personally through prayer, Bible study and community.

IMMIGRATION SERVICES
Hope For NOVA assists people who face immigration and language challenges through the sponsorship of legal screenings and citizenship classes; hosting immigration briefings; and hosting ESL classes.  We also provide a summertime “Mommy and Me” preschool to help ensure children are well prepared for Kindergarten.

HOLIDAY HELP AND CELEBRATIONS
Together with many volunteers and local churches, we host several events each year aimed at helping our neighbors celebrate important holidays and milestones including Mother’s Day, back-to-school days, Thanksgiving and Christmas.",,,38.6253189,-77.4087991
Verified,Hope for NOVA,Clothing,connect@hopefornova.org,,"Historic District, 15024 Dumfries Rd, Manassas, VA 20112",https://hopefornova.org/,"Hope For NOVA is a volunteer-driven organization that focuses on ordinary people serving under-served individuals and families in Northern Virginia. For us, mission doesn’t just mean a far-off place. It’s an everyday endeavor, across the street and across Northern Virginia. Here are the services we currently provide in the community.

FOOD PANTRY
Many families have to choose between rent and food. Hope for NOVA helps alleviate one choice through our emergency food assistance.

CLOTHING CLOSET
Properly fitting and warm clothes aren’t luxuries every family is able to provide. Hope for NOVA offers a clothing closet filled with new or gently used donations of clothing and accessories for men, women and children. Beyond the everyday, we aim to help our shoppers during events in life: the birth of a new baby, the first day of school, a wedding or an interview for a new job.

KIDS OUTREACH
Hope for NOVA seeks to create a second home-like atmosphere for nearby children to grow and develop healthy relationships with volunteers and one another while receiving character-building Bible lessons, recreation and nutritious meals. Hope for NOVA teams with local public schools to host professional tutoring for students who are below their grade level in reading. This program’s focus is on building the foundation for children to trust, hope and begin to dream.

DISCIPLESHIP
At the root of many issues in our modern world is the lack of a relationship with Christ. So, we work to teach people how to have their spiritual needs fulfilled by relating to God personally through prayer, Bible study and community.

IMMIGRATION SERVICES
Hope For NOVA assists people who face immigration and language challenges through the sponsorship of legal screenings and citizenship classes; hosting immigration briefings; and hosting ESL classes.  We also provide a summertime “Mommy and Me” preschool to help ensure children are well prepared for Kindergarten.

HOLIDAY HELP AND CELEBRATIONS
Together with many volunteers and local churches, we host several events each year aimed at helping our neighbors celebrate important holidays and milestones including Mother’s Day, back-to-school days, Thanksgiving and Christmas.",,,38.6253190,-77.4087991
Verified,Hope for NOVA,Parenting,connect@hopefornova.org,,"Historic District, 15024 Dumfries Rd, Manassas, VA 20112",https://hopefornova.org/,"Hope For NOVA is a volunteer-driven organization that focuses on ordinary people serving under-served individuals and families in Northern Virginia. For us, mission doesn’t just mean a far-off place. It’s an everyday endeavor, across the street and across Northern Virginia. Here are the services we currently provide in the community.

FOOD PANTRY
Many families have to choose between rent and food. Hope for NOVA helps alleviate one choice through our emergency food assistance.

CLOTHING CLOSET
Properly fitting and warm clothes aren’t luxuries every family is able to provide. Hope for NOVA offers a clothing closet filled with new or gently used donations of clothing and accessories for men, women and children. Beyond the everyday, we aim to help our shoppers during events in life: the birth of a new baby, the first day of school, a wedding or an interview for a new job.

KIDS OUTREACH
Hope for NOVA seeks to create a second home-like atmosphere for nearby children to grow and develop healthy relationships with volunteers and one another while receiving character-building Bible lessons, recreation and nutritious meals. Hope for NOVA teams with local public schools to host professional tutoring for students who are below their grade level in reading. This program’s focus is on building the foundation for children to trust, hope and begin to dream.

DISCIPLESHIP
At the root of many issues in our modern world is the lack of a relationship with Christ. So, we work to teach people how to have their spiritual needs fulfilled by relating to God personally through prayer, Bible study and community.

IMMIGRATION SERVICES
Hope For NOVA assists people who face immigration and language challenges through the sponsorship of legal screenings and citizenship classes; hosting immigration briefings; and hosting ESL classes.  We also provide a summertime “Mommy and Me” preschool to help ensure children are well prepared for Kindergarten.

HOLIDAY HELP AND CELEBRATIONS
Together with many volunteers and local churches, we host several events each year aimed at helping our neighbors celebrate important holidays and milestones including Mother’s Day, back-to-school days, Thanksgiving and Christmas.",,,38.6253187,-77.4087991
Verified,House of Mercy Thrift Store,Clothing,jroot@houseofmercyva.org,(703) 659-1636,"8170 Flannery Court, Manassas, VA 20109",https://houseofmercyva.org/thrift-store/,"House of Mercy is a 501 (c)(3) non-profit dedicated to feeding, clothing, educating and praying for those in need, thus demonstrating God’s unlimited love and mercy for those in our community.",Monday-Saturday 10am – 6pm,,38.7816723,-77.55791170000000
Verified,Humality First USA - Masroor Mosque Food Pantry,Food,fundraiser@humanityfirstusa.org,,"5640 Hoadly Road, Manassas, VA 20112",https://humanityfirstusa.org/portfolio/manassas-food-pantry/,"Based on need, must complete registration and be approved. Register at
humanityfirstusa.org/portfolio/manassas-food-pantry. Distribution is every fourth Sunday of the month.",Monthly on Saturdays or Sundays,,38.6759803,-77.3742077
Verified,Human Service Alliance of Greater Prince William,Housing Utilities Finances,info@alliancegpw.org,703-344-4729,"7542 Diplomat Drive, First Floor, Manassas, VA 20109",https://www.alliancegpw.org/rentassistance,"Prince William County government will partner with the Human Services Alliance of Greater Prince William to allocate $2.7 million of the American Rescue Plan Act (ARPA) funding for area housing rental assistance. 

In January 2022, the Human Services Alliance of Greater Prince William, a nonprofit association of human services providers that aid residents, partnered with the county to administer $10 million in ARPA funds by 2024. This past year, funding was provided for COVID-19 recovery efforts, including navigation for rent, mortgage, and public benefits assistance; utility assistance; childcare costs; and administration for hunger relief programs, among others.

The county and community partners have identified a need to shift the focus of the remaining ARPA funds to support those individuals who need housing rental assistance. Of the original amount, $2.7 million will be allocated through the Alliance to area nonprofits to provide rental assistance to those in need in Prince William County.

“More than $7 million in ARPA funds were previously allocated in 2022 to give county residents greater access to mental and behavioral health assistance, employment support and emergency shelter in response to the COVID-19 pandemic,” remarks Chair At-Large Ann Wheeler. “Based on current community need, it has been determined that providing rental assistance in the county remains a priority, and these funds of $2.7 million will help fill the gap and best support those in need.”

This funding will be distributed through previously qualified ARPA partners, EduFuturo, New Creatures in Christ and St. Thomas United Methodist Church.

“Our first round of ARPA funds focused on a broad range of COVID-19 relief efforts. Based on the need that has been identified for rent assistance, round two, as originally intended, has been canceled,” explains Peggy Kimmey, Interim Executive Director of The Alliance.  

Applications must be submitted by individuals seeking housing rental assistance. Applications submitted by businesses will not be considered. To learn more about the rental assistance program and for contact information to reach the ARPA partners, go to www.alliancegpw.org/rentassistance.",,,38.7929135,-77.5175528
Verified,Hunger Resource Center,Food,ddixon@nvfs.org,571-748-2680,"10058 Dean Drive, Manassas, VA 20110",https://www.nvfs.org/our-services/health-well-being/food-assistance/,"The Hunger Resource Center helps families in Prince William County and the cities of Manassas and Manassas Park. Many of our clients are forced to choose between putting food on the table or paying their household bills. The HRC helps families avoid this difficult choice — and stave off the perils of homelessness.

NVFS’ Hunger Resource Center (HRC, or Centro de Recursos para Prevenir el Hambre) at our SERVE Campus provides approximately 400 Prince William County families every month with:

Emergency food assistance
Nutrition information
Strategies for buying healthy food on a budget",,,38.7445797,-77.5007122
Verified,Independence Empowerment Center,Employment Services,kyoung@ieccil.org,703-257-5400,"8409 Dorsey Circle, Suite 101, Manassas, VA 20110",https://ieccil.org/,"Independence Empowerment Center, Inc. (IEC) is a 501(c)3 nonprofit Center for Independent Living and is one of over 500 Centers in the United States with roots in civil rights models of the 1960s. All people with disabilities who live in Prince William and Fauquier Counties and the Cities of Woodbridge, Manassas, and Manassas Park are eligible for IEC services.",,,38.7695876,-77.4864703
Verified,Independent Hill Library,Education Services,,703-792-5668,"14418 Bristow Rd, Manassas, VA 20112",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 6:00 PM
Tuesday	10:00 AM - 6:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 2:00 PM
Saturday	10:00 AM - 2:00 PM",,38.6374021,-77.4455237
Verified,James Mccoart Admin Bldg. Library,Education Services,,,"1 County Complex Ct, Woodbridge, VA 22192",www.pwcva.gov/library,,Open 24 hours,Open 24-hour book drop,38.679809,-77.35211820000000
Verified,Just Neighbors,Immigrant Support Services,info@justneighbors.org,703-979-1240,"7630 Little River Turnpike Suite #900, Annandale, VA 22003",https://www.justneighbors.org/,"Just Neighbors is a nonprofit 501(c)(3) tax-exempt organization dedicated to serving and supporting the immigrant community of Washington, D.C., Maryland, and Virginia. We foster mutual understanding between immigrants and the larger community in which they live.",,,38.83387,-77.20875630000000
Verified,Keep Prince William Beautiful,Environmental Services,rfleshman@kprb.org,571-285-3772,"4391 Ridgewood Center Dr suite f, Woodbridge, VA 22192",https://kpwb.org/,"Keep Prince William Beautiful is a 501(c)(3) environmental organization that serves Prince William County through partnering with residents, businesses, community organizations and the government to educate and inspire environmental stewards who, through locally informed action, actively work to reduce litter waste, increase recycling, and broaden environmental education throughout the County.",,,38.6740241,-77.3412816
Verified,Lake Ridge Library,Education Services,,703-792-5675,"2239 Old Bridge Rd, Lake Ridge, VA 22192",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 6:00 PM
Tuesday	10:00 AM - 6:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 2:00 PM
Saturday	10:00 AM - 2:00 PM",,38.6761478,-77.281685
Verified,Lake Ridge Parks and Recreation Association,Community and Recreation Centers,,(703) 491-2154,"12350 Oakwood Dr, Lake Ridge, VA 22192",https://lakeridgeva.com/,"The community is set on 4,700 acres of common ground with 1,200 acres maintained by the Association, consisting of 7,278 property units that include single-family homes, townhomes, condominiums, 2 apartment complexes and commercial properties. In addition, the Association offers a variety of amenities to include 5 pools and a spray ground, a boat ramp, community centers for rent, sports fields, playgrounds, fitness stations and other outdoor recreational courts  including tennis, pickleball, basketball, multi-use and volleyball.",,,38.6839142,-77.2945204
Verified,League of Women Voters ,Voting Services,,202-429-1965,"1233 20th Street NW, Suite 500, Washington, DC, 20036",https://www.lwv.org,"The League of Women Voters is a nonpartisan, grassroots organization working to protect and expand voting rights and ensure everyone is represented in our democracy. We empower voters and defend democracy through advocacy, education, and litigation, at the local, state, and national levels.",,,38.9066761,-77.04452310000000
Verified,Literacy Volunteers of America,Education Services,lvapw@lvapw.org,703-670-5702,"2235-C Tackett's Mill Drive, Woodbridge, VA 22192",https://lvapw.org/,"LVA-PW teaches adult students how to be better communicators – to understand and to be understood; to find their voice in the communities in which they live. Our students have 100+ classes to enroll in annually. ALL classes are at no cost to the student.

Adult students enrolled at LVA-PW set their personal goals – both immediate and long-term. One student may want to improve their English-language skills so that they can get a better job or a promotion. Another student may want to read a prescription bottle and communicate clearly with a healthcare professional. Whatever the reason our students come to us, LVA-PW accommodates their educational goals. They can take as many classes as they wish, for as long as they wish, all at NO COST to them.",Mon-Fr: 9:00 AM - 4:00 PM,,38.6759758,-77.27937180000000
Verified,"Long & Foster Prince William Parkway Woodbridge, VA - Realty",Real Estate,,703-986-5700,"12731 Marblestone Drive, Suite 103, Woodbridge, VA 22192",https://www.longandfoster.com/woodbridge-va-realty,"At our office, we’re more than just a team of professional real estate agents. We’re a true part of the community—your friends, your neighbors, your colleagues. We shop, dine and play at the neighborhood attractions. We volunteer with area nonprofits. We send our kids to the local schools and enjoy all that our community has to offer. We’re also neighborhood experts, who work and live for the love of home. And for us, home is here—at our office, in our community, in our backyard. So whether you’re buying, selling, renting or just looking, the team at our office is here for you. We’ll be your trusted advisor, your practiced negotiator and your skilled house-hunter. From finding or listing a property, we’ll diligently work for you every step of the way.

Plus we offer the backing of the Long & Foster family - a family of real estate professionals across the Mid-Atlantic. Your agent is supported by a team of specialists in mortgage, inspection, insurance, settlement, and moving, who are there to guide you every step of the way. They’ll make sure things run smoothly, closing happens on time, and you arrive at your dream home according to plan. One team in lockstep with your every move, and one real estate company that can do it all. That’s the All-Inclusive Real Estate Experience. It’s the easiest, most streamlined approach to buying and selling real estate.",,,38.6764726,-77.35060110000000
Verified,"Long & Foster Old Town Manassas, VA - Realty",Real Estate,theresa.dalman@longandfoster.com,703-257-2118,"9104 Church Street #201, Manassas, VA, 20110",https://www.longandfoster.com/Office/LongandFosterOldTownManassasVARealty-102692,"At our office, we’re more than just a team of professional real estate agents. We’re a true part of the community—your friends, your neighbors, your colleagues. We shop, dine and play at the neighborhood attractions. We volunteer with area nonprofits. We send our kids to the local schools and enjoy all that our community has to offer. We’re also neighborhood experts, who work and live for the love of home. And for us, home is here—at our office, in our community, in our backyard. So whether you’re buying, selling, renting or just looking, the team at our office is here for you. We’ll be your trusted advisor, your practiced negotiator and your skilled house-hunter. From finding or listing a property, we’ll diligently work for you every step of the way.

Plus we offer the backing of the Long & Foster family - a family of real estate professionals across the Mid-Atlantic. Your agent is supported by a team of specialists in mortgage, inspection, insurance, settlement, and moving, who are there to guide you every step of the way. They’ll make sure things run smoothly, closing happens on time, and you arrive at your dream home according to plan. One team in lockstep with your every move, and one real estate company that can do it all. That’s the All-Inclusive Real Estate Experience. It’s the easiest, most streamlined approach to buying and selling real estate.",,,38.7518999,-77.4723686
Verified,Manassas City Animal Adoption Center,Pet,animalshelter@ci.manassas.va.us,703-257-2420,"10039 Dean Drive, Manassas, Virginia, 20110",https://pwspca.org/food/,Offers food and supplies only if available to assist.,"• Monday, Tuesday, Thursday and Friday: 10 a.m. – 1 p.m.; 4-6 p.m.
• Wednesday: 5 – 7 p.m.
• Saturday: 10 a.m. – 1 p.m.
• Sunday and Holidays: Closed",,38.7457675,-77.4994073
Verified,Manassas City Library,Education Services,,703-792-8820,"10104 Dumfries Rd, Manassas, VA 20110",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 8:00 PM
Tuesday	10:00 AM - 8:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 5:00 PM
Saturday	10:00 AM - 5:00 PM",,38.73722050000000,-77.4748741
Verified,Manassas Commuter Rail Station Library,Education Services,,,"9451 West St, Manassas, VA 20110",www.pwcva.gov/library,,Open 24 hours,Open 24-hour book drop,38.75012300000000,-77.4728069
Verified,Manassas Hope For the Homeless -- Manassas Baptist Church,Housing Utilities Finances,office@mbcnova.org,703-277-7140,"8730 Sudley Rd, Manassas, VA 20110",https://mbcnova.org/,"The Manassas Hope for the Homeless is comprised of Christians from over a dozen churches in the greater Manassas area who have come together to provide emergency shelter to the area’s homeless when we experience extreme cold weather.

Hypothermia Season runs November 1st through March 31st when temperatures are 32 degrees or below and is located at the back of the Manassas Community Center at 8730 Sudley Road. For other shelter information, please contact Streetlight Ministries at 703-277-7140.",Mon-Fri 7:00 PM - 6:15 AM except on Wednesdays 8:30 PM - 6:15 AM,,38.7648185,-77.48278960000000
